kepid,kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_model_snr,koi_steff,koi_slogg,koi_srad,label
10797460,K00752.01,CONFIRMED,9.48803557,2.9575,615.8,2.26,35.8,5455.0,4.467,0.927,planet_transit
10797460,K00752.02,CONFIRMED,54.4183827,4.507,874.8,2.83,25.8,5455.0,4.467,0.927,planet_transit
10848459,K00754.01,FALSE POSITIVE,1.736952453,2.40641,8079.2,33.46,505.6,5805.0,4.564,0.791,false_positive
10854555,K00755.01,CONFIRMED,2.525591777,1.6545,603.3,2.75,40.9,6031.0,4.438,1.046,planet_transit
10872983,K00756.01,CONFIRMED,11.09432054,4.5945,1517.5,3.9,66.5,6046.0,4.486,0.972,planet_transit
10872983,K00756.02,CONFIRMED,4.13443512,3.1402,686.0,2.77,40.2,6046.0,4.486,0.972,planet_transit
10872983,K00756.03,CONFIRMED,2.56658897,2.429,226.5,1.59,15.0,6046.0,4.486,0.972,planet_transit
6721123,K00114.01,FALSE POSITIVE,7.36178958,5.022,233.7,39.21,47.7,6227.0,3.986,1.958,false_positive
10910878,K00757.01,CONFIRMED,16.06864674,3.5347,4914.3,5.76,161.9,5031.0,4.485,0.848,planet_transit
11446443,K00001.01,CONFIRMED,2.470613377,1.74319,14230.9,13.04,4304.3,5820.0,4.457,0.964,planet_transit
10666592,K00002.01,CONFIRMED,2.204735417,3.88864,6674.7,16.1,5945.9,6440.0,4.019,1.952,planet_transit
6922244,K00010.01,CONFIRMED,3.522498429,3.19843,9145.7,14.59,1741.5,6225.0,4.169,1.451,planet_transit
10984090,K00112.02,CONFIRMED,3.709214104,2.6302,131.1,1.16,50.6,5833.0,4.407,1.022,planet_transit
10419211,K00742.01,FALSE POSITIVE,11.521446064,3.6399,17984.3,150.51,622.1,5795.0,4.554,0.848,false_positive
10464078,K00743.01,FALSE POSITIVE,19.40393776,12.2155,8918.7,7.18,214.7,5043.0,4.591,0.68,false_positive
10480982,K00744.01,FALSE POSITIVE,19.221388942,4.79843,74284.0,49.29,2317.0,6117.0,4.496,0.947,false_positive
10485250,K00745.01,FALSE POSITIVE,16.46983774,9.4378,10478.9,7.94,303.4,5152.0,4.517,0.786,false_positive
10526549,K00746.01,CONFIRMED,9.27358173,3.2875,1288.3,2.47,87.2,4856.0,4.583,0.696,planet_transit
10583066,K00747.01,CONFIRMED,6.02930329,1.5821,1912.7,2.85,65.4,4537.0,4.648,0.672,planet_transit
10583180,K00748.01,FALSE POSITIVE,2.696370652,3.6129,397.9,1.58,48.2,4989.0,4.504,0.819,false_positive
10601284,K00749.01,CONFIRMED,5.349553819,3.0278,831.0,2.55,60.6,5185.0,4.44,0.91,planet_transit
10601284,K00749.02,CONFIRMED,3.94105221,2.5984,363.3,1.7,28.9,5185.0,4.44,0.91,planet_transit
10601284,K00749.03,CONFIRMED,8.10904807,3.596,217.4,1.3,14.1,5185.0,4.44,0.91,planet_transit
2306756,K00113.01,FALSE POSITIVE,386.6030528,6.8057,24926.6,41.5,994.0,5543.0,4.081,1.58,false_positive
10662202,K00750.01,CONFIRMED,21.67699193,3.4555,857.2,2.95,34.3,4954.0,4.5,0.828,planet_transit
10682541,K00751.01,CONFIRMED,4.99677968,2.1717,934.7,2.78,28.2,5339.0,4.552,0.847,planet_transit
11460018,K00769.01,CONFIRMED,4.280963604,2.875,750.8,2.3,61.8,5644.0,4.564,0.831,planet_transit
11463211,K00770.01,FALSE POSITIVE,1.50635409,1.5155,2211.7,4.53,181.1,5714.0,4.563,0.831,false_positive
11465813,K00771.01,FALSE POSITIVE,670.645531,53.412,18090.6,14.14,642.7,5520.0,4.466,0.983,false_positive
11493732,K00772.01,FALSE POSITIVE,61.2563628,7.633,5123.3,39.87,85.3,6144.0,4.402,1.091,false_positive
11507101,K00773.01,CONFIRMED,38.3775486,5.588,724.2,2.82,34.7,5481.0,4.369,1.036,planet_transit
10910878,K00757.02,CONFIRMED,41.19725502,4.6297,2213.9,3.86,51.2,5031.0,4.485,0.848,planet_transit
10910878,K00757.03,CONFIRMED,6.252962249,2.5819,1036.9,2.65,47.1,5031.0,4.485,0.848,planet_transit
10987985,K00758.01,CONFIRMED,16.01308419,3.2554,1121.9,3.1,33.2,5015.0,4.499,0.826,planet_transit
11018648,K00759.01,CONFIRMED,32.62876672,4.7971,1804.8,3.36,80.0,5586.0,4.56,0.798,planet_transit
11018648,K00759.02,CONFIRMED,91.7732862,6.473,652.0,2.12,19.1,5586.0,4.56,0.798,planet_transit
11138155,K00760.01,CONFIRMED,4.959319244,2.22739,9802.0,12.21,696.5,5712.0,4.359,1.082,planet_transit
11152159,K00761.01,FALSE POSITIVE,2.701287801,3.3827,860.4,6.54,48.3,5550.0,4.468,0.91,false_positive
11153539,K00762.01,CONFIRMED,4.49876511,3.7362,460.0,2.1,29.5,6075.0,4.486,0.969,planet_transit
11242721,K00763.01,FALSE POSITIVE,19.651209505,5.2514,11766.3,12.42,513.4,6074.0,4.391,1.063,false_positive
9579641,K00115.01,CONFIRMED,5.412203927,2.9472,601.6,2.94,166.7,5779.0,4.339,1.087,planet_transit
11304958,K00764.01,CONFIRMED,41.43958662,10.5989,2793.1,5.5,141.1,5468.0,4.367,1.046,planet_transit
11391957,K00765.01,CONFIRMED,8.35389523,2.2514,1041.6,2.52,43.4,5592.0,4.582,0.787,planet_transit
11403044,K00766.01,CONFIRMED,4.125543472,3.1744,1487.3,4.43,128.6,6174.0,4.417,1.103,planet_transit
11414511,K00767.01,CONFIRMED,2.816504904,2.50587,16813.7,12.21,1406.8,5532.0,4.452,0.955,planet_transit
11442465,K00768.01,FALSE POSITIVE,33.93373447,14.561,8503.7,7.34,236.1,5040.0,4.628,0.705,false_positive
12110942,K00786.01,CONFIRMED,3.689920099,2.6557,426.7,1.89,35.6,5880.0,4.518,0.917,planet_transit
12366084,K00787.01,CONFIRMED,4.431238488,3.15,1010.9,3.25,71.1,5714.0,4.428,1.015,planet_transit
12366084,K00787.02,CONFIRMED,11.37936986,2.6255,1023.5,3.95,37.9,5714.0,4.428,1.015,planet_transit
12404086,K00788.01,CONFIRMED,26.39432897,3.573,1510.9,3.07,48.2,5129.0,4.595,0.763,planet_transit
8395660,K00116.01,CONFIRMED,13.57078281,3.3539,511.7,2.64,88.4,5854.0,4.406,1.012,planet_transit
9579641,K00115.02,CONFIRMED,7.12594387,3.0014,192.4,1.79,47.1,5779.0,4.339,1.087,planet_transit
11656840,K00774.01,FALSE POSITIVE,7.442652004,2.3078,24446.2,15.03,835.6,6108.0,4.469,0.956,false_positive
11754553,K00775.01,CONFIRMED,16.38489988,3.0249,1127.1,2.0,28.9,4126.0,4.661,0.615,planet_transit
11754553,K00775.02,CONFIRMED,7.8774163,2.0805,1306.1,2.16,38.7,4126.0,4.661,0.615,planet_transit
11754553,K00775.03,CONFIRMED,36.4454001,4.007,1122.3,1.99,21.7,4126.0,4.661,0.615,planet_transit
11812062,K00776.01,CONFIRMED,3.728732147,2.683,5226.5,6.02,345.2,5497.0,4.577,0.809,planet_transit
11853255,K00778.01,CONFIRMED,2.243380573,1.1196,821.7,1.99,38.9,4149.0,4.698,0.564,planet_transit
11909839,K00779.01,FALSE POSITIVE,10.405998015,6.5036,14488.8,11.23,745.2,5746.0,4.393,0.924,false_positive
11918099,K00780.01,CONFIRMED,2.337437946,1.9982,971.2,2.34,82.4,5005.0,4.595,0.765,planet_transit
11923270,K00781.01,CONFIRMED,11.59822233,2.5237,2804.5,2.65,71.0,3688.0,4.79,0.473,planet_transit
11960862,K00782.01,CONFIRMED,6.575315881,4.3084,2793.3,5.31,221.1,5992.0,4.415,0.989,planet_transit
12020329,K00783.01,CONFIRMED,7.275040844,7.5377,3001.0,4.86,312.1,5485.0,4.556,0.867,planet_transit
12066335,K00784.01,CONFIRMED,19.27153892,2.7594,1219.8,1.93,37.1,4077.0,4.702,0.56,planet_transit
12066335,K00784.02,CONFIRMED,10.06524317,1.369,1053.3,1.91,30.3,4077.0,4.702,0.56,planet_transit
12070811,K00785.01,CONFIRMED,12.3935651,3.8896,916.6,2.66,35.8,5557.0,4.603,0.75,planet_transit
8395660,K00116.02,CONFIRMED,43.84439721,6.802,615.2,2.87,83.7,5854.0,4.406,1.012,planet_transit
3120431,K00798.01,FALSE POSITIVE,3.341913228,3.813,725.3,21.55,39.0,5295.0,4.551,0.811,false_positive
3246984,K00799.01,FALSE POSITIVE,1.626630225,2.1145,1620.6,32.43,103.6,5735.0,4.41,0.973,false_positive
3342970,K00800.01,CONFIRMED,2.711504086,3.0099,837.5,3.12,64.5,6214.0,4.442,1.076,planet_transit
3342970,K00800.02,CONFIRMED,7.21203748,4.0491,950.4,3.32,51.5,6214.0,4.442,1.076,planet_transit
12459725,K00789.01,FALSE POSITIVE,14.1798187,2.505,459.9,1.88,11.2,5799.0,4.539,0.878,false_positive
12470844,K00790.01,CONFIRMED,8.47237911,2.7245,1123.5,2.59,47.6,5354.0,4.587,0.788,planet_transit
12470844,K00790.02,CONFIRMED,60.4189369,5.039,931.3,2.36,20.1,5354.0,4.587,0.788,planet_transit
12644822,K00791.01,CONFIRMED,12.611904345,5.1497,6105.6,7.4,277.2,5795.0,4.508,0.919,planet_transit
2440757,K00792.01,FALSE POSITIVE,1.433769925,1.8868,1976.3,46.58,112.6,6017.0,4.22,1.339,false_positive
2445129,K00793.01,FALSE POSITIVE,10.31872301,3.836,871.7,28.59,38.2,5927.0,4.409,1.06,false_positive
2713049,K00794.01,CONFIRMED,2.539183147,2.4282,382.1,2.06,38.9,5519.0,4.35,1.062,planet_transit
3114167,K00795.01,CONFIRMED,6.770300385,2.0844,1304.0,2.77,50.8,5653.0,4.656,0.679,planet_transit
3114661,K00796.01,FALSE POSITIVE,0.444291966,2.0792,10967.4,27.51,299.7,5255.0,4.678,0.636,false_positive
4139816,K00812.02,CONFIRMED,20.06036336,3.3203,1494.7,1.96,35.2,3950.0,4.754,0.493,planet_transit
4139816,K00812.03,CONFIRMED,46.1842039,4.758,1394.7,1.83,26.0,3950.0,4.754,0.493,planet_transit
8395660,K00116.04,CONFIRMED,23.9800854,5.351,104.0,1.31,17.1,5854.0,4.406,1.012,planet_transit
4139816,K00812.04,CONFIRMED,7.82502168,2.186,520.8,1.2,15.9,3950.0,4.754,0.493,planet_transit
4275191,K00813.01,CONFIRMED,3.895936525,2.3111,8544.8,7.34,370.8,5557.0,4.592,0.774,planet_transit
4476123,K00814.01,CONFIRMED,22.36646466,5.228,986.8,2.32,32.1,5395.0,4.615,0.734,planet_transit
3351888,K00801.01,CONFIRMED,1.625522174,2.38963,7969.0,9.73,799.7,5539.0,4.322,1.106,planet_transit
3554600,K00803.01,FALSE POSITIVE,7.544039,6.222,322.6,17.47,14.2,5657.0,4.567,0.824,false_positive
3641726,K00804.01,CONFIRMED,9.02930689,3.1449,1019.8,2.57,53.9,5349.0,4.526,0.82,planet_transit
3734868,K00805.01,FALSE POSITIVE,10.328035714,7.7915,16917.7,13.28,636.8,5627.0,4.359,1.024,false_positive
3832474,K00806.01,CONFIRMED,143.2063047,8.9302,10565.7,8.9,138.8,5485.0,4.556,0.867,planet_transit
8395660,K00116.03,CONFIRMED,6.164876,3.262,55.8,0.79,14.4,5854.0,4.406,1.012,planet_transit
3832474,K00806.02,CONFIRMED,60.32494216,6.6188,20280.4,12.19,347.2,5485.0,4.556,0.867,planet_transit
3832474,K00806.03,CONFIRMED,29.1598615,4.803,488.0,1.91,11.6,5485.0,4.556,0.867,planet_transit
3836375,K00807.01,FALSE POSITIVE,1.540397253,2.1541,816.1,25.69,38.8,5663.0,4.53,0.915,false_positive
3838486,K00808.01,FALSE POSITIVE,2.99025443,5.414,589.2,1.7,48.5,4667.0,4.578,0.731,false_positive
3935914,K00809.01,CONFIRMED,1.594745374,1.9604,15044.5,11.3,1009.3,5934.0,4.491,0.893,planet_transit
3940418,K00810.01,CONFIRMED,4.783002698,2.335,1008.7,2.5,70.6,5170.0,4.574,0.807,planet_transit
4049131,K00811.01,CONFIRMED,20.50588921,4.0595,2105.5,3.41,78.5,4905.0,4.544,0.761,planet_transit
4139816,K00812.01,CONFIRMED,3.340218842,1.9104,1632.6,2.03,71.6,3950.0,4.754,0.493,planet_transit
5287983,K00828.01,FALSE POSITIVE,2.507089906,2.0067,1339.2,30.26,64.9,5926.0,4.506,0.939,false_positive
5358241,K00829.01,CONFIRMED,18.64932728,4.4056,893.6,3.12,46.1,5775.0,4.405,1.053,planet_transit
10875245,K00117.02,CONFIRMED,4.90144976,4.1654,140.7,1.7,50.6,5847.0,4.191,1.402,planet_transit
5358241,K00829.02,CONFIRMED,9.75192101,4.793,418.0,2.76,28.5,5775.0,4.405,1.053,planet_transit
5358241,K00829.03,CONFIRMED,38.5576546,5.794,993.0,4.02,39.7,5775.0,4.405,1.053,planet_transit
5358624,K00830.01,CONFIRMED,3.525632539,2.59959,22335.0,11.58,1996.7,5150.0,4.572,0.793,planet_transit
4664847,K00816.01,CONFIRMED,7.748094239,3.5957,2472.1,5.52,113.2,5973.0,4.439,1.085,planet_transit
4725681,K00817.01,CONFIRMED,23.96793669,3.827,1182.3,1.8,27.5,3747.0,4.728,0.524,planet_transit
4725681,K00817.02,CONFIRMED,8.29561738,1.3421,824.3,1.82,17.9,3747.0,4.728,0.524,planet_transit
4913852,K00818.01,CONFIRMED,8.11437482,2.2736,1558.0,2.1,56.4,3692.0,4.753,0.517,planet_transit
4932348,K00819.01,FALSE POSITIVE,38.036729482,4.34617,82871.6,27.5,1300.0,5575.0,4.521,0.932,false_positive
11913073,K00011.01,FALSE POSITIVE,3.747838198,5.0642,616.0,13.65,138.2,5514.0,4.569,0.826,false_positive
10875245,K00117.01,CONFIRMED,14.74914825,6.0995,430.2,2.89,107.4,5847.0,4.191,1.402,planet_transit
5021899,K00821.01,CONFIRMED,21.81295996,4.3791,1175.4,3.38,37.8,5601.0,4.41,0.999,planet_transit
5077629,K00822.01,FALSE POSITIVE,7.91936937,3.3148,15148.1,10.34,389.0,5690.0,4.588,0.776,false_positive
5164255,K00824.01,CONFIRMED,15.37562369,3.3169,15337.0,11.01,166.0,4986.0,4.496,0.833,planet_transit
5252423,K00825.01,CONFIRMED,8.10363271,3.161,887.9,2.11,39.3,4861.0,4.574,0.732,planet_transit
5252423,K00825.02,CONFIRMED,4.71510843,2.506,417.5,1.46,21.3,4861.0,4.574,0.732,planet_transit
5272878,K00826.01,CONFIRMED,6.365839713,2.9721,780.7,2.44,70.8,5776.0,4.554,0.849,planet_transit
5283542,K00827.01,FALSE POSITIVE,5.97581754,3.065,962.4,3.86,50.3,6108.0,4.471,0.997,false_positive
5649215,K00839.01,FALSE POSITIVE,2.446737317,4.7211,1177.9,26.25,110.2,5764.0,4.548,0.863,false_positive
5651104,K00840.01,CONFIRMED,3.04033046,1.8411,10858.8,8.99,568.2,5035.0,4.519,0.791,planet_transit
5792202,K00841.01,CONFIRMED,15.33528675,3.897,3081.4,5.0,86.6,5251.0,4.581,0.817,planet_transit
10875245,K00117.04,CONFIRMED,7.95825328,4.377,50.0,1.06,14.7,5847.0,4.191,1.402,planet_transit
5792202,K00841.02,CONFIRMED,31.33046135,5.176,5073.8,6.5,117.2,5251.0,4.581,0.817,planet_transit
5370302,K00831.01,FALSE POSITIVE,3.9043425,3.831,16228.4,12.28,323.4,5810.0,4.526,0.898,false_positive
5372966,K00832.01,FALSE POSITIVE,9.286358079,3.49949,44791.4,17.61,1671.1,5670.0,4.523,0.821,false_positive
5376067,K00833.01,FALSE POSITIVE,3.951405455,2.1862,2453.9,31.44,117.2,6046.0,4.539,0.869,false_positive
5436502,K00834.01,CONFIRMED,23.65369415,8.2183,3341.8,7.89,266.3,5739.0,4.191,1.384,planet_transit
5436502,K00834.02,CONFIRMED,13.23352214,6.7372,504.6,3.06,49.1,5739.0,4.191,1.384,planet_transit
5436502,K00834.03,CONFIRMED,6.15560285,4.9843,285.0,2.32,35.1,5739.0,4.191,1.384,planet_transit
5436502,K00834.04,CONFIRMED,2.090811305,3.388,115.9,1.62,19.9,5739.0,4.191,1.384,planet_transit
10875245,K00117.03,CONFIRMED,3.180027898,3.5797,120.3,1.53,50.4,5847.0,4.191,1.402,planet_transit
5436502,K00834.05,CONFIRMED,50.4467417,7.159,370.3,2.67,19.4,5739.0,4.191,1.384,planet_transit
5456651,K00835.01,CONFIRMED,11.76307164,2.9076,1037.3,2.35,48.9,4959.0,4.603,0.756,planet_transit
5456651,K00835.02,CONFIRMED,56.2279271,3.57,862.7,2.37,20.9,4959.0,4.603,0.756,planet_transit
5481416,K00836.01,FALSE POSITIVE,2.384052875,3.0918,1268.1,17.06,50.5,4794.0,4.58,0.701,false_positive
5531576,K00837.01,CONFIRMED,7.953547,2.6312,875.4,2.25,38.4,4768.0,4.536,0.779,planet_transit
5531576,K00837.02,CONFIRMED,4.14451656,2.3421,391.8,1.48,22.8,4768.0,4.536,0.779,planet_transit
5534814,K00838.01,FALSE POSITIVE,4.859386384,2.2757,6044.3,38.33,269.7,6072.0,4.47,0.988,false_positive
6291653,K00850.01,CONFIRMED,10.526294577,2.5211,9768.0,8.24,482.3,5386.0,4.553,0.793,planet_transit
6392727,K00851.01,CONFIRMED,4.583520948,2.7055,3812.1,5.39,99.5,5815.0,4.54,0.877,planet_transit
6422070,K00852.01,CONFIRMED,3.76181843,3.5176,510.6,2.66,35.9,5653.0,4.472,0.949,planet_transit
6428700,K00853.01,CONFIRMED,8.20396958,2.9667,1024.4,3.01,54.4,5015.0,4.499,0.826,planet_transit
6428700,K00853.02,CONFIRMED,14.49645186,4.016,647.5,3.01,25.7,5015.0,4.499,0.826,planet_transit
5792202,K00841.03,CONFIRMED,6.54626149,2.75,655.9,2.19,24.8,5251.0,4.581,0.817,planet_transit
5794379,K00842.01,CONFIRMED,12.71809866,3.0957,1149.4,2.31,52.7,4702.0,4.592,0.686,planet_transit
5794379,K00842.02,CONFIRMED,36.06588163,4.3246,1563.8,2.64,51.7,4702.0,4.592,0.686,planet_transit
5881688,K00843.01,CONFIRMED,4.190425659,2.8589,2877.4,6.21,240.6,6073.0,4.392,1.135,planet_transit
6022556,K00844.01,CONFIRMED,3.709870784,3.0694,2020.3,4.35,116.1,5727.0,4.463,0.978,planet_transit
6032497,K00845.01,CONFIRMED,16.3297527,6.271,1187.5,3.75,74.6,5878.0,4.444,0.987,planet_transit
6061119,K00846.01,CONFIRMED,27.807566216,4.21587,25391.1,13.84,748.1,5862.0,4.584,0.785,planet_transit
6191521,K00847.01,CONFIRMED,80.8723469,11.195,3604.6,7.59,160.9,5510.0,4.222,1.238,planet_transit
6267425,K00848.01,FALSE POSITIVE,3.166465862,2.9381,4357.2,26.82,122.1,4968.0,4.575,0.704,false_positive
3531558,K00118.01,CONFIRMED,24.99324319,5.9409,269.6,2.29,62.0,5718.0,4.181,1.317,planet_transit
6276477,K00849.01,CONFIRMED,10.35533116,3.1775,750.6,2.47,49.2,5501.0,4.462,0.918,planet_transit
6863998,K00867.01,CONFIRMED,16.08518937,3.984,1442.4,3.68,62.6,5239.0,4.523,0.826,planet_transit
6948054,K00869.01,CONFIRMED,7.49018305,2.7297,1123.6,2.56,53.0,5103.0,4.562,0.787,planet_transit
6948054,K00869.02,CONFIRMED,36.2761238,4.7865,1572.6,3.03,45.5,5103.0,4.562,0.787,planet_transit
6948054,K00869.03,CONFIRMED,17.46087931,2.2641,812.4,2.32,22.6,5103.0,4.562,0.787,planet_transit
6435936,K00854.01,CONFIRMED,56.0560754,4.685,1626.0,1.94,27.4,3593.0,4.757,0.491,planet_transit
6522242,K00855.01,CONFIRMED,41.408316686,5.0264,22838.9,11.38,907.8,5522.0,4.586,0.747,planet_transit
6587280,K00857.01,CONFIRMED,5.715425977,2.5242,908.1,2.47,59.4,5237.0,4.572,0.826,planet_transit
9471974,K00119.01,CONFIRMED,49.18394185,11.3364,1646.2,8.2,355.7,5626.0,3.907,2.057,planet_transit
6587280,K00857.02,CONFIRMED,20.0261412,1.611,421.2,2.28,10.7,5237.0,4.572,0.826,planet_transit
6675056,K00859.01,FALSE POSITIVE,10.44331991,2.743,1159.8,2.66,51.7,4947.0,4.516,0.802,false_positive
6685526,K00861.01,CONFIRMED,2.237489571,1.8119,315.8,1.41,30.7,5265.0,4.58,0.81,planet_transit
6756669,K00862.01,FALSE POSITIVE,5.851520671,3.11058,33003.6,14.62,1630.4,5532.0,4.53,0.806,false_positive
6784235,K00863.01,CONFIRMED,3.167893418,2.1814,781.2,2.62,64.8,5895.0,4.503,0.94,planet_transit
6849310,K00864.01,CONFIRMED,4.311780262,2.7251,1154.0,3.11,86.1,5527.0,4.484,0.927,planet_transit
6849310,K00864.02,CONFIRMED,20.0504494,4.556,840.9,2.69,37.8,5527.0,4.484,0.927,planet_transit
6849310,K00864.03,CONFIRMED,9.76734503,1.6585,569.1,2.67,21.1,5527.0,4.484,0.927,planet_transit
9471974,K00119.02,CONFIRMED,190.3200468,15.284,1141.7,7.78,139.3,5626.0,3.907,2.057,planet_transit
6862603,K00866.01,FALSE POSITIVE,2.861159894,1.8832,1014.3,4.37,58.3,6126.0,4.458,1.021,false_positive
7366258,K00880.01,CONFIRMED,26.44439337,3.9783,1843.5,3.91,88.0,5427.0,4.463,0.929,planet_transit
7366258,K00880.02,CONFIRMED,51.53997972,6.3994,3644.3,5.51,155.5,5427.0,4.463,0.929,planet_transit
7366258,K00880.03,CONFIRMED,5.902245782,2.9003,702.3,2.43,59.3,5427.0,4.463,0.929,planet_transit
7366258,K00880.04,CONFIRMED,2.382951591,1.8876,391.6,1.86,41.4,5427.0,4.463,0.929,planet_transit
7373451,K00881.01,CONFIRMED,21.02250608,4.1072,1772.5,3.07,62.4,5067.0,4.585,0.75,planet_transit
6948054,K00869.04,CONFIRMED,3.219814777,2.0642,488.2,1.69,30.5,5103.0,4.562,0.787,planet_transit
6949607,K00870.01,CONFIRMED,5.912273234,2.3254,961.4,1.73,62.8,4072.0,4.696,0.57,planet_transit
6949607,K00870.02,CONFIRMED,8.98581901,2.8606,881.3,1.65,51.8,4072.0,4.696,0.57,planet_transit
11869052,K00120.01,FALSE POSITIVE,20.5452375,2.517,218.5,2.41,18.5,5670.0,4.206,1.264,false_positive
7109675,K00872.01,CONFIRMED,33.60123371,4.4056,7425.9,8.46,247.9,5149.0,4.447,0.93,planet_transit
7109675,K00872.02,CONFIRMED,6.76652928,2.9004,450.7,1.97,29.2,5149.0,4.447,0.93,planet_transit
7118364,K00873.01,CONFIRMED,4.347288783,2.1024,451.6,2.36,39.7,5754.0,4.345,1.122,planet_transit
7134976,K00874.01,CONFIRMED,4.601811819,2.2607,755.9,2.35,60.8,4986.0,4.496,0.833,planet_transit
7134976,K00874.02,CONFIRMED,11.18719905,3.252,353.6,1.55,21.9,4986.0,4.496,0.833,planet_transit
7135852,K00875.01,CONFIRMED,4.220965778,3.0854,2260.0,2.62,157.8,3837.0,4.747,0.517,planet_transit
7270230,K00876.01,FALSE POSITIVE,6.998099523,2.0488,20285.0,588.66,192.3,5612.0,4.566,0.829,false_positive
7287995,K00877.01,CONFIRMED,5.95489993,2.3892,1410.7,2.33,87.2,4261.0,4.641,0.633,planet_transit
7287995,K00877.02,CONFIRMED,12.03987488,2.7363,1250.6,2.18,57.6,4261.0,4.641,0.633,planet_transit
7287995,K00877.03,CONFIRMED,20.83762895,2.3734,439.0,1.42,14.9,4261.0,4.641,0.633,planet_transit
3247396,K00121.01,FALSE POSITIVE,8.8111022,5.0683,401.1,63.66,76.8,6200.0,3.8,2.404,false_positive
7303253,K00878.01,CONFIRMED,23.58917143,5.073,1200.7,3.16,53.3,4919.0,4.566,0.721,planet_transit
5094751,K00123.01,CONFIRMED,6.481633073,3.784,298.5,2.54,125.6,5945.0,4.213,1.302,planet_transit
7678434,K00892.01,CONFIRMED,10.37168928,3.035,1254.9,3.2,64.5,5121.0,4.457,0.888,planet_transit
7678434,K00892.02,CONFIRMED,3.96996298,1.1757,299.2,1.78,15.0,5121.0,4.457,0.888,planet_transit
7685981,K00893.01,CONFIRMED,4.40841331,5.012,549.4,2.66,45.1,6007.0,4.457,0.961,planet_transit
7708215,K00894.01,FALSE POSITIVE,7.9426176,6.703,1590.7,4.68,60.4,5811.0,4.521,0.926,false_positive
7373451,K00881.02,CONFIRMED,226.8904775,7.558,3136.4,4.53,46.8,5067.0,4.585,0.75,planet_transit
7377033,K00882.01,FALSE POSITIVE,1.956811408,2.1958,24905.0,21.58,125.4,5209.0,4.657,0.603,false_positive
7434875,K00884.01,CONFIRMED,9.439459486,2.8979,3036.1,4.16,175.2,5097.0,4.597,0.779,planet_transit
8349582,K00122.01,CONFIRMED,11.523067458,3.8757,507.3,3.13,142.0,5644.0,4.162,1.411,planet_transit
7434875,K00884.02,CONFIRMED,20.47748843,2.8364,1382.4,2.92,52.7,5097.0,4.597,0.779,planet_transit
7434875,K00884.03,CONFIRMED,3.336123113,1.9616,516.3,1.74,41.6,5097.0,4.597,0.779,planet_transit
7455287,K00886.01,CONFIRMED,8.01078456,2.312,1333.6,1.72,48.5,3713.0,4.779,0.47,planet_transit
7455287,K00886.02,CONFIRMED,12.07134205,4.3224,759.2,1.29,31.0,3713.0,4.779,0.47,planet_transit
7455287,K00886.03,CONFIRMED,20.99587872,2.6333,767.3,1.3,18.2,3713.0,4.779,0.47,planet_transit
7458762,K00887.01,CONFIRMED,7.41113177,2.5242,620.5,2.45,50.4,5849.0,4.517,0.919,planet_transit
7552344,K00888.01,FALSE POSITIVE,1.000747038,0.9967,1823.5,4.14,147.4,5472.0,4.499,0.79,false_positive
757450,K00889.01,CONFIRMED,8.884922995,2.07004,16053.4,10.51,388.2,5332.0,4.5,0.843,planet_transit
7585481,K00890.01,CONFIRMED,8.09888906,4.20241,6911.1,8.95,435.9,6214.0,4.442,1.076,planet_transit
7663691,K00891.01,CONFIRMED,10.00653012,5.344,936.1,3.52,71.9,6063.0,4.47,1.001,planet_transit
5812701,K00012.01,CONFIRMED,17.855221681,7.41287,9065.2,13.16,915.7,6823.0,4.308,1.367,planet_transit
8039892,K00903.01,CONFIRMED,5.007316661,4.2362,6932.3,6.96,431.4,5865.0,4.563,0.827,planet_transit
8150320,K00904.01,CONFIRMED,2.211116989,1.6485,724.2,1.85,42.6,4500.0,4.656,0.646,planet_transit
8150320,K00904.02,CONFIRMED,27.9541337,3.95,942.5,1.9,25.4,4500.0,4.656,0.646,planet_transit
11086270,K00124.01,CONFIRMED,12.69104387,3.7727,252.1,2.57,60.2,5869.0,4.024,1.626,planet_transit
7767559,K00895.01,FALSE POSITIVE,4.409409243,3.8636,12861.0,10.95,85.8,5600.0,4.368,0.975,false_positive
7825899,K00896.01,CONFIRMED,16.23947096,4.0374,2590.7,4.14,123.8,5191.0,4.564,0.837,planet_transit
7825899,K00896.02,CONFIRMED,6.308201629,2.9785,1328.5,2.96,86.2,5191.0,4.564,0.837,planet_transit
7849854,K00897.01,CONFIRMED,2.052349884,2.0778,14280.6,13.12,1072.1,5855.0,4.393,1.08,planet_transit
7870390,K00898.01,CONFIRMED,9.7704486,2.4517,1897.8,2.23,58.0,3906.0,4.73,0.509,planet_transit
7870390,K00898.02,CONFIRMED,5.169804269,2.153,1037.4,1.66,41.4,3906.0,4.73,0.509,planet_transit
5094751,K00123.02,CONFIRMED,21.22261195,6.5093,366.0,2.48,114.9,5945.0,4.213,1.302,planet_transit
7870390,K00898.03,CONFIRMED,20.09017037,4.154,1432.1,2.25,36.9,3906.0,4.73,0.509,planet_transit
7907423,K00899.01,CONFIRMED,7.11373257,2.1764,807.6,1.16,44.4,3561.0,4.855,0.411,planet_transit
7907423,K00899.02,CONFIRMED,3.306551643,1.8177,509.2,0.91,37.8,3561.0,4.855,0.411,planet_transit
