kepid,kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_model_snr,koi_steff,koi_slogg,koi_srad,label
10551346,K05804.01,FALSE POSITIVE,1.42796645,12.8653,6012.3,39.76,347.6,6099.0,4.511,0.919,false_positive
7837526,K05436.01,FALSE POSITIVE,28.297207229,3.94247,23193.1,54.15,2360.6,6327.0,4.277,1.151,false_positive
7884986,K05438.01,FALSE POSITIVE,412.227551,4.303,819.5,21.53,9.0,5079.0,2.977,7.684,false_positive
8677186,K05559.01,FALSE POSITIVE,586.63177,7.299,199.9,1.18,8.4,5228.0,4.471,0.854,false_positive
8678345,K05560.01,FALSE POSITIVE,364.95068,0.636,824.0,3.69,5.8,5574.0,4.438,0.884,false_positive
8715564,K05562.01,FALSE POSITIVE,438.00974,11.46,79.2,0.73,8.6,5260.0,4.56,0.717,false_positive
8718273,K05564.01,FALSE POSITIVE,3.479508244,3.9097,3000.4,444.46,195.7,4630.0,2.437,12.623,false_positive
8737343,K05565.01,FALSE POSITIVE,406.29695,5.32,136.5,1.85,10.7,6031.0,4.103,1.566,false_positive
9489348,K05686.01,FALSE POSITIVE,3.34465934,10.796,57.6,1.17,24.3,5966.0,4.069,1.551,false_positive
9517242,K05687.01,FALSE POSITIVE,513.14417,14.13,223.8,1.3,7.9,5709.0,4.557,0.837,false_positive
9543302,K05691.01,FALSE POSITIVE,13.0366377,3.184,154.6,2.23,15.4,6084.0,4.009,1.677,false_positive
10799291,K05828.01,FALSE POSITIVE,270.98477,6.718,13883.0,11761.1,10.7,11068.0,4.377,1.555,false_positive
10817600,K05832.01,FALSE POSITIVE,2.74703312,2.655,152.2,61.97,23.1,8237.0,3.753,3.134,false_positive
7885558,K05439.01,FALSE POSITIVE,0.864651455,3.461,67.7,0.69,16.5,5587.0,4.556,0.851,false_positive
7900450,K05441.01,FALSE POSITIVE,25.4805211,10.701,159.0,1.25,17.7,6250.0,4.472,0.986,false_positive
7900695,K05442.01,FALSE POSITIVE,512.11636,9.557,315.4,1.47,10.9,5492.0,4.576,0.812,false_positive
7900727,K05443.01,FALSE POSITIVE,348.61891,3.567,689.0,2.4,5.8,5911.0,4.519,0.914,false_positive
7902719,K05444.01,FALSE POSITIVE,368.70839,6.08,957.0,2.87,12.2,6409.0,4.523,0.887,false_positive
7916058,K05445.01,FALSE POSITIVE,7.1091096,10.67,156.7,1.08,13.0,5665.0,4.568,0.82,false_positive
8742270,K05567.01,FALSE POSITIVE,397.3958488,6.1014,29825.0,64.56,395.7,5544.0,4.146,1.362,false_positive
8745553,K05568.01,CONFIRMED,62.134919,8.711,147.5,6.71,10.6,5889.0,3.358,4.912,planet_transit
8747222,K05569.01,FALSE POSITIVE,1.667482003,1.5931,545.5,15.15,50.2,4678.0,2.756,6.72,false_positive
8766285,K05571.01,FALSE POSITIVE,5.29730786,4.02,190.8,1.49,13.1,5780.0,4.438,1.0,false_positive
8812360,K05573.01,FALSE POSITIVE,77.395279,5.26,437.0,6.16,7.9,5158.0,3.541,2.995,false_positive
9579072,K05693.01,FALSE POSITIVE,612.882452,2.024,631.0,2.42,7.5,6029.0,4.494,0.956,false_positive
9591728,K05695.01,FALSE POSITIVE,11.03571773,5.62958,144955.0,70.42,959.6,6201.0,4.213,1.23,false_positive
9594184,K05696.01,FALSE POSITIVE,42.093314,4.649,886.0,2.19,7.4,4885.0,4.541,0.763,false_positive
9598315,K05699.01,FALSE POSITIVE,339.18109,5.34,157.9,1.7,11.5,6407.0,4.209,1.344,false_positive
9602595,K05700.01,FALSE POSITIVE,3.55650976,12.7364,687454.0,283.93,3867.7,8105.0,3.937,2.433,false_positive
10616656,K05814.01,FALSE POSITIVE,25.285232337,4.76313,63021.6,69.68,5902.4,6486.0,4.337,1.136,false_positive
10661679,K05818.01,FALSE POSITIVE,1.23138339,3.943,72.7,0.82,21.0,5791.0,4.505,0.958,false_positive
7938499,K05448.01,FALSE POSITIVE,7.2269859,14.241,160.3,0.79,26.2,4347.0,4.645,0.609,false_positive
7941635,K05449.01,FALSE POSITIVE,0.762724045,1.98818,9782.2,41.02,451.7,5313.0,4.39,0.976,false_positive
7967210,K05452.01,FALSE POSITIVE,362.49906,12.17,522.5,2.51,10.3,6043.0,4.369,1.065,false_positive
7970194,K05453.01,FALSE POSITIVE,190.65896,35.472,552.8,2.54,18.3,5508.0,4.549,0.835,false_positive
7978202,K05454.01,CONFIRMED,509.997402,8.481,1267.0,2.62,35.3,5037.0,4.54,0.756,planet_transit
8823893,K05575.01,FALSE POSITIVE,1.50650036,2.762,45.4,0.81,15.0,6201.0,4.336,1.126,false_positive
8891684,K05581.01,CONFIRMED,374.878133,10.556,914.6,4.27,21.9,5636.0,4.218,1.354,planet_transit
8904714,K05582.01,FALSE POSITIVE,5.2362026,3.148,2019.5,75.83,28.2,6176.0,4.112,1.631,false_positive
9662475,K05703.01,FALSE POSITIVE,247.372131,3.271,513.4,2.47,12.4,5780.0,4.438,1.0,false_positive
9705620,K05705.01,FALSE POSITIVE,95.254421,3.379,465.4,2.2,6.1,6063.0,4.476,1.012,false_positive
9715631,K05706.01,CONFIRMED,425.483539,17.856,996.6,3.2,19.6,5977.0,4.473,1.022,planet_transit
9724993,K05708.01,FALSE POSITIVE,7.863361238,3.42771,18156.7,22.7,723.3,5615.0,4.136,1.4,false_positive
10724569,K05823.01,FALSE POSITIVE,0.745086745,4.29,270.0,1.29,61.4,5325.0,4.607,0.75,false_positive
10777591,K05827.01,CONFIRMED,6.10968225,5.735,60.3,0.79,18.6,6024.0,4.309,1.009,planet_transit
7982917,K05456.01,FALSE POSITIVE,11.8045536,3.195,128.9,0.94,7.0,4971.0,4.482,0.857,false_positive
8016211,K05460.01,FALSE POSITIVE,3.1748772,7.089,1741.0,8.8,98.6,5116.0,3.994,1.619,false_positive
8025718,K05462.01,FALSE POSITIVE,371.18648,19.929,317.9,2.06,18.1,6231.0,4.34,1.152,false_positive
8935352,K05584.01,FALSE POSITIVE,10.90962154,17.8024,499921.0,149.1,2345.1,5323.0,3.714,2.064,false_positive
8939211,K05586.01,FALSE POSITIVE,27.0779813,138.54,347.5,2.03,139.4,5906.0,4.467,0.85,false_positive
8939650,K05587.01,FALSE POSITIVE,1.827660875,3.986,46676.8,42.1,890.3,6352.0,4.427,1.072,false_positive
8949512,K05589.01,FALSE POSITIVE,376.554588,3.182,481.0,2.0,5.4,5926.0,4.519,0.913,false_positive
8955741,K05590.01,FALSE POSITIVE,538.4263,12.751,242.0,3.2,16.2,5962.0,3.882,2.028,false_positive
9775475,K05711.01,FALSE POSITIVE,78.4286313,3.7368,83303.0,85.77,112.6,5780.0,4.438,1.0,false_positive
9780149,K05713.01,FALSE POSITIVE,2.53021,21.79,367.9,41.44,24.2,5780.0,4.178,1.296,false_positive
9786017,K05714.01,FALSE POSITIVE,2.249000963,9.6022,58776.2,59.61,1159.5,6025.0,3.8,2.293,false_positive
10879247,K05838.01,FALSE POSITIVE,432.074696,4.763,1088.0,2.39,7.6,5183.0,4.608,0.739,false_positive
10905641,K05840.01,FALSE POSITIVE,460.77905,15.541,239.3,4.24,12.7,6126.0,3.731,2.717,false_positive
10920086,K05841.01,FALSE POSITIVE,3.21318517,15.47,2046.1,8.24,662.9,6712.0,4.159,1.513,false_positive
8029848,K05463.01,FALSE POSITIVE,1.20608769,2.2272,1660.6,44.46,66.9,5657.0,4.186,1.355,false_positive
8035322,K05464.01,FALSE POSITIVE,613.82905,18.18,148.2,2.85,10.2,5636.0,3.809,2.357,false_positive
8036863,K05465.01,FALSE POSITIVE,476.80454,10.65,143.6,1.12,5.7,5806.0,4.473,0.901,false_positive
8037038,K05466.01,CONFIRMED,4.09513876,2.462,181.7,1.75,11.6,5858.0,4.495,0.963,planet_transit
8043968,K05469.01,FALSE POSITIVE,0.779615874,3.932,81.5,0.83,22.0,5764.0,4.548,0.863,false_positive
8975776,K05593.01,FALSE POSITIVE,224.469892,2.952,458.6,2.35,5.5,5911.0,4.337,1.091,false_positive
8979500,K05594.01,FALSE POSITIVE,113.556471,2.383,278.7,6.76,7.6,4842.0,3.167,4.164,false_positive
9003126,K05595.01,FALSE POSITIVE,208.02789,10.82,255.0,1.04,8.8,4285.0,4.63,0.632,false_positive
9008125,K05596.01,FALSE POSITIVE,308.024953,2.665,352.6,3.55,10.2,5220.0,3.808,1.887,false_positive
9838414,K05717.01,FALSE POSITIVE,1.33261458,5.161,1335.3,3.65,17.5,4611.0,4.551,0.76,false_positive
9845362,K05720.01,FALSE POSITIVE,105.895315,2.581,1227.0,2.69,7.0,5271.0,4.548,0.781,false_positive
9845931,K05721.01,FALSE POSITIVE,61.224558,4.103,544.2,2.76,9.7,6343.0,4.408,1.14,false_positive
9847239,K05722.01,FALSE POSITIVE,28.507877538,3.13331,24372.3,27.79,449.0,6131.0,4.497,0.945,false_positive
9848760,K05723.01,FALSE POSITIVE,444.46522,0.767,4084.0,30.17,9.0,5134.0,4.609,0.746,false_positive
9850843,K05724.01,FALSE POSITIVE,8.48039,6.134,133.7,1.23,12.0,6193.0,4.434,1.067,false_positive
7019580,K05345.01,FALSE POSITIVE,72.0153825,2.548,177.7,6.94,6.8,5099.0,3.299,5.032,false_positive
7022603,K05346.01,FALSE POSITIVE,21.12752693,2.253,51.8,20.93,18.4,4024.0,1.672,30.882,false_positive
7024045,K05347.01,FALSE POSITIVE,23.9341825,1.607,228.1,1.03,6.5,4415.0,4.58,0.715,false_positive
7035812,K05348.01,FALSE POSITIVE,87.775799,1.862,450.0,2.44,6.3,5604.0,4.375,1.025,false_positive
7047299,K05351.01,FALSE POSITIVE,35.882272887,3.95004,101231.0,35.21,3096.9,5840.0,4.57,0.812,false_positive
8075618,K05471.01,FALSE POSITIVE,8.780603773,3.16989,90027.8,52.34,1406.9,5487.0,4.563,0.832,false_positive
8105398,K05475.01,CONFIRMED,224.150923,12.455,348.6,2.41,34.2,6072.0,4.133,1.286,planet_transit
8106139,K05477.01,FALSE POSITIVE,551.49832,40.92,1874.4,4.89,37.0,5926.0,4.532,0.887,false_positive
8108437,K05478.01,FALSE POSITIVE,351.2878737,11.2066,134634.0,38.47,1002.8,5911.0,4.519,0.914,false_positive
9024568,K05601.01,FALSE POSITIVE,124.091252,2.172,281.4,1.3,5.7,5275.0,4.571,0.792,false_positive
9875101,K05726.01,FALSE POSITIVE,212.771978,2.115,1239.0,2.84,6.9,5122.0,4.505,0.824,false_positive
9896438,K05728.01,FALSE POSITIVE,18.0766788,3.06,28831.0,19.47,26.6,5780.0,4.438,1.0,false_positive
9899514,K05729.01,FALSE POSITIVE,1.33255577,4.282,126.5,0.97,15.4,5122.0,4.469,0.881,false_positive
9899607,K05730.01,FALSE POSITIVE,1.33259275,4.014,79.1,0.97,15.9,6091.0,4.487,0.967,false_positive
9908486,K05731.01,FALSE POSITIVE,36.6092739,1.835,1102.0,52.42,7.6,4770.0,2.319,16.114,false_positive
7107567,K05353.01,FALSE POSITIVE,0.812592362,1.5646,6945.8,25.84,226.6,7117.0,4.153,1.64,false_positive
7109680,K05354.01,FALSE POSITIVE,81.871309,1.606,98.2,1.12,5.4,6343.0,4.375,1.115,false_positive
7115671,K05355.01,FALSE POSITIVE,0.566805859,3.835,61.1,1.25,21.5,6413.0,4.203,1.494,false_positive
7123614,K05357.01,FALSE POSITIVE,520.58269,2.264,348.0,1.94,6.0,6210.0,4.45,1.033,false_positive
8155368,K05481.01,FALSE POSITIVE,0.718643659,2.51246,124930.0,50.85,575.0,5853.0,4.483,0.934,false_positive
8179747,K05483.01,FALSE POSITIVE,17.946328114,8.15905,102994.0,66.65,3497.6,5228.0,3.906,1.722,false_positive
8192427,K05484.01,FALSE POSITIVE,204.818268,1.93,303.6,5.18,5.4,6060.0,3.65,2.93,false_positive
9049550,K05606.01,FALSE POSITIVE,23.81490574,1.9948,79201.0,63.1,444.4,5421.0,3.79,1.89,false_positive
9049697,K05607.01,FALSE POSITIVE,1.3274511,3.465,123.6,0.66,16.6,4137.0,4.646,0.61,false_positive
9087071,K05611.01,FALSE POSITIVE,209.238576,2.245,154.7,1.43,5.4,6302.0,4.345,1.135,false_positive
9911112,K05733.01,FALSE POSITIVE,1.166835206,2.17596,15527.2,96.28,388.6,8982.0,4.111,2.123,false_positive
9934274,K05735.01,FALSE POSITIVE,4.99471597,3.44,53.0,2.2,14.1,6409.0,3.706,2.83,false_positive
9941387,K05738.01,FALSE POSITIVE,27.659607786,4.16321,318404.0,50.7,4791.0,5310.0,4.593,0.768,false_positive
9941550,K05739.01,FALSE POSITIVE,476.727302,9.327,1035.7,23.42,17.9,5068.0,2.827,7.417,false_positive
7138841,K05361.01,FALSE POSITIVE,22.0495604,3.428,134.5,1.9,15.4,6821.0,4.176,1.548,false_positive
7189825,K05366.01,FALSE POSITIVE,574.69029,4.269,276.8,1.26,7.2,5503.0,4.557,0.764,false_positive
8223655,K05488.01,FALSE POSITIVE,280.1604956,2.8637,12946.0,19.25,54.5,5387.0,4.581,0.799,false_positive
8229361,K05489.01,FALSE POSITIVE,370.46262,9.541,347.9,2.03,12.1,6295.0,4.401,1.08,false_positive
8234889,K05490.01,FALSE POSITIVE,116.301793,2.253,649.0,2.18,6.3,5593.0,4.552,0.842,false_positive
8241258,K05491.01,FALSE POSITIVE,480.19416,10.76,372.3,1.79,9.1,6072.0,4.51,0.923,false_positive
8241736,K05492.01,FALSE POSITIVE,368.49828,14.903,581.9,1.86,18.0,5255.0,4.527,0.783,false_positive
8242350,K05493.01,FALSE POSITIVE,6.993576155,21.2695,2924.0,101.15,643.3,6565.0,3.803,2.467,false_positive
9101279,K05614.01,FALSE POSITIVE,1.811461128,8.42343,921671.0,373.77,3934.3,8572.0,3.776,3.034,false_positive
9108058,K05615.01,FALSE POSITIVE,2.17491508,8.4418,635412.0,193.73,1572.0,6792.0,4.143,1.636,false_positive
9116075,K05617.01,FALSE POSITIVE,24.5002702,4.079,153.5,0.73,13.3,4519.0,4.688,0.597,false_positive
9137257,K05621.01,FALSE POSITIVE,114.734287,3.724,242.9,1.1,6.7,5083.0,4.569,0.71,false_positive
9954225,K05742.01,FALSE POSITIVE,1.340649911,5.0912,627633.0,127.25,791.0,6332.0,4.26,1.222,false_positive
9957659,K05743.01,FALSE POSITIVE,30.69537638,5.6634,19941.0,19.39,186.8,6185.0,4.356,1.192,false_positive
9957668,K05744.01,FALSE POSITIVE,30.69533113,5.94855,88771.2,69.4,7846.3,6335.0,4.171,1.286,false_positive
9967398,K05746.01,FALSE POSITIVE,49.873958,1.351,562.0,1.5,5.7,4979.0,4.632,0.629,false_positive
7203858,K05370.01,FALSE POSITIVE,407.97623,14.69,237.5,4.63,11.2,7612.0,3.787,2.968,false_positive
8255058,K05495.01,FALSE POSITIVE,6.279888981,5.5086,1514.6,196.78,150.5,5057.0,3.137,6.222,false_positive
8288404,K05498.01,FALSE POSITIVE,519.80221867,14.9678,77183.1,40.88,2502.9,5310.0,4.356,1.03,false_positive
8300828,K05501.01,FALSE POSITIVE,48.9200563,2.295,333.9,1.71,7.0,5375.0,4.433,0.899,false_positive
9141355,K05622.01,CONFIRMED,469.61309,13.709,1234.7,3.24,18.2,5474.0,4.598,0.763,planet_transit
9142225,K05623.01,FALSE POSITIVE,583.73632,15.75,338.6,2.65,11.4,6003.0,4.176,1.442,false_positive
9142334,K05624.01,FALSE POSITIVE,502.658,19.51,216.0,0.69,10.0,3754.0,4.773,0.473,false_positive
9153246,K05627.01,FALSE POSITIVE,243.954706,2.562,291.7,1.35,5.2,5578.0,4.578,0.794,false_positive
10002266,K05750.01,FALSE POSITIVE,12.71368909,1.875,192.2,1.09,9.8,5715.0,4.586,0.782,false_positive
10004772,K05752.01,FALSE POSITIVE,1.391716834,1.421,41.0,36.19,9.7,3749.0,0.833,59.684,false_positive
10006096,K05753.01,FALSE POSITIVE,70.516233809,4.09296,330180.0,52.74,3168.8,5511.0,4.531,0.789,false_positive
10007492,K05754.01,FALSE POSITIVE,2.645596805,2.9095,1272.7,167.05,166.8,4980.0,3.167,5.443,false_positive
7255910,K05376.01,FALSE POSITIVE,274.553579,5.95,218.3,1.66,6.7,6267.0,4.334,1.118,false_positive
7258902,K05378.01,FALSE POSITIVE,1.80774253,2.637,592.6,5.29,15.1,5164.0,3.88,1.779,false_positive
7345136,K05381.01,FALSE POSITIVE,28.7369766,1.586,525.0,1.95,5.5,5722.0,4.547,0.854,false_positive
7352727,K05382.01,FALSE POSITIVE,2.45649061,2.844,287.8,14.14,21.0,4870.0,2.486,8.531,false_positive
8308639,K05503.01,FALSE POSITIVE,457.513348,5.763,562.5,25.18,3.9,5047.0,2.966,7.821,false_positive
8351919,K05505.01,FALSE POSITIVE,323.77153,17.57,353.7,1.44,10.6,5196.0,4.586,0.784,false_positive
8352016,K05507.01,FALSE POSITIVE,40.0389613,1.711,109.4,0.95,5.7,5701.0,4.437,0.903,false_positive
8364969,K05508.01,FALSE POSITIVE,22.571972634,4.00349,79325.7,46.14,1040.1,5645.0,4.431,0.871,false_positive
8380743,K05510.01,FALSE POSITIVE,1.018861199,6.5005,291214.0,93.47,911.3,6225.0,4.009,1.672,false_positive
9159461,K05630.01,FALSE POSITIVE,80.519237,4.044,92.5,1.08,7.2,6251.0,4.378,1.119,false_positive
9164003,K05631.01,FALSE POSITIVE,149.356804,15.415,171.6,2.92,14.0,6569.0,3.842,2.203,false_positive
9180282,K05636.01,FALSE POSITIVE,2.79123954,2.843,154.8,2.22,25.3,6407.0,4.111,1.668,false_positive
10023469,K05757.01,FALSE POSITIVE,44.637111,5.868,282.5,1.28,9.4,5222.0,4.518,0.78,false_positive
10074700,K05760.01,FALSE POSITIVE,365.620697,32.263,27188.0,12.75,671.1,5273.0,4.531,0.768,false_positive
10096697,K05763.01,FALSE POSITIVE,191.272501,3.064,286.5,1.59,5.8,5727.0,4.43,0.918,false_positive
7386200,K05386.01,FALSE POSITIVE,575.42002,17.22,401.7,1.91,11.7,6025.0,4.448,0.949,false_positive
7456380,K05391.01,FALSE POSITIVE,368.72715,5.06,426.6,1.55,6.4,5401.0,4.569,0.749,false_positive
8414914,K05513.01,FALSE POSITIVE,100.303613,10.578,488038.0,78.77,354.7,6060.0,4.397,1.046,false_positive
8432034,K05516.01,FALSE POSITIVE,0.83620025,3.7127,331275.0,65.64,145.4,5780.0,4.438,1.0,false_positive
9216231,K05641.01,FALSE POSITIVE,616.34132,12.724,1287.0,2.11,12.5,4197.0,4.659,0.588,false_positive
10130646,K05765.01,FALSE POSITIVE,390.40832,7.916,251.9,0.63,8.5,3659.0,4.858,0.4,false_positive
10132552,K05766.01,FALSE POSITIVE,191.528018,2.342,171.8,1.32,6.4,6054.0,4.416,1.009,false_positive
10132908,K05767.01,FALSE POSITIVE,386.59946,3.305,380.7,1.89,5.8,6137.0,4.487,0.963,false_positive
10141271,K05768.01,FALSE POSITIVE,15.4032765,3.246,253.0,1.32,9.2,5272.0,4.508,0.799,false_positive
10158715,K05770.01,FALSE POSITIVE,61.0011095,1.049,408.0,2.55,4.6,6418.0,4.395,1.171,false_positive
10161534,K05771.01,FALSE POSITIVE,198.232389,1.919,416.4,2.28,5.7,6263.0,4.382,1.113,false_positive
7458433,K05392.01,FALSE POSITIVE,0.66062715,4.56,248.5,26.13,7.8,6322.0,4.426,1.075,false_positive
7468295,K05394.01,FALSE POSITIVE,456.5734,5.465,397.5,7.88,7.6,5002.0,3.216,4.042,false_positive
7516073,K05395.01,FALSE POSITIVE,601.13797,15.26,172.8,1.81,9.9,5786.0,4.155,1.388,false_positive
7538450,K05396.01,FALSE POSITIVE,344.06248,15.6,136.3,5.26,17.7,7664.0,3.611,3.697,false_positive
7550875,K05399.01,FALSE POSITIVE,466.90824,2.64,660.0,2.19,5.4,5340.0,4.456,0.867,false_positive
8442463,K05519.01,FALSE POSITIVE,361.30991,12.968,275.6,7.07,10.6,4911.0,3.354,4.419,false_positive
8474892,K05520.01,FALSE POSITIVE,199.4424134,7.2533,32171.9,56.11,486.4,5869.0,4.288,1.17,false_positive
8480642,K05521.01,FALSE POSITIVE,31.59115876,2.6431,1434.4,72.91,83.5,5178.0,3.714,2.295,false_positive
8482513,K05522.01,FALSE POSITIVE,356.99135,17.03,747.8,2.47,13.8,5539.0,4.467,0.913,false_positive
8487777,K05523.01,FALSE POSITIVE,96.120478,1.125,285.4,2.08,6.0,6038.0,4.245,1.186,false_positive
8495232,K05524.01,FALSE POSITIVE,9.63647672,2.999,47.6,2.02,11.1,5125.0,3.631,3.007,false_positive
8499922,K05525.01,FALSE POSITIVE,45.680876,2.293,350.3,14.5,3.7,4835.0,2.608,7.917,false_positive
8505674,K05526.01,FALSE POSITIVE,43.169798,9.686,120.8,1.47,6.9,5929.0,4.176,1.292,false_positive
11465869,K05904.01,FALSE POSITIVE,322.544807,11.236,88.0,0.68,12.1,5359.0,4.611,0.741,false_positive
11506938,K05906.01,FALSE POSITIVE,22.57494749,36.756,1344.1,49.49,302.6,6581.0,4.192,1.468,false_positive
11513441,K05908.01,FALSE POSITIVE,85.5692223,4.954,539.2,6.85,18.2,5361.0,3.856,1.951,false_positive
11599800,K05914.01,FALSE POSITIVE,422.255426,4.974,1935.0,5.09,17.4,6273.0,4.364,1.139,false_positive
11603298,K05920.01,FALSE POSITIVE,471.39698,10.714,329.9,1.87,13.1,6587.0,4.463,1.008,false_positive
11654039,K05927.01,FALSE POSITIVE,436.42852,13.8,163.9,1.26,9.2,5997.0,4.466,0.971,false_positive
11924426,K05944.01,FALSE POSITIVE,64.713168094,5.69869,312970.0,62.03,3582.5,6175.0,4.44,0.974,false_positive
11968514,K05947.01,FALSE POSITIVE,1.036592136,2.296,2118.2,293.01,150.6,4884.0,2.737,8.747,false_positive
12156805,K05957.01,FALSE POSITIVE,371.54879,9.841,125.6,1.13,10.1,5225.0,4.41,0.954,false_positive
12165063,K05958.01,FALSE POSITIVE,226.499243,1.328,127.4,0.89,4.7,5093.0,4.525,0.798,false_positive
12257851,K05962.01,FALSE POSITIVE,2.61594288,6.45,72.1,0.92,13.4,6063.0,4.476,1.012,false_positive
12265150,K05963.01,FALSE POSITIVE,1.686009643,1.1818,390.4,1.81,48.5,5783.0,4.539,0.88,false_positive
10964747,K05844.01,FALSE POSITIVE,344.961485,3.023,427.9,1.61,6.2,5481.0,4.51,0.775,false_positive
12405436,K05969.01,FALSE POSITIVE,163.820347,1.331,1196.0,2.59,7.0,4822.0,4.594,0.771,false_positive
12417572,K05970.01,FALSE POSITIVE,151.577009,2.59,467.9,3.67,9.3,6854.0,4.106,1.674,false_positive
11037818,K05856.01,CONFIRMED,259.34304,16.04,349.7,6.04,13.1,5490.0,3.629,3.204,planet_transit
11046870,K05858.01,FALSE POSITIVE,8.34410791,1.606,255.2,1.75,9.9,6321.0,4.434,1.058,false_positive
12645761,K05976.01,FALSE POSITIVE,2.709570339,5.57527,13170.8,223.75,900.9,5030.0,3.18,5.208,false_positive
12736658,K05980.01,FALSE POSITIVE,0.855294909,2.89112,6771.6,49.03,870.3,5846.0,4.27,1.207,false_positive
12835139,K05981.01,FALSE POSITIVE,350.609298,1.621,369.5,3.88,3.6,6658.0,3.934,1.992,false_positive
11073238,K05861.01,FALSE POSITIVE,452.40428,17.2,216.7,1.58,8.2,6195.0,4.437,1.029,false_positive
11076176,K05862.01,FALSE POSITIVE,0.699985822,3.02633,389433.0,46.27,626.9,5264.0,4.617,0.724,false_positive
11090561,K05865.01,FALSE POSITIVE,35.8726918,4.402,916.3,62.51,24.6,5254.0,2.494,15.369,false_positive
11176166,K05875.01,CONFIRMED,9.8788502,2.951,454.7,2.64,13.4,6477.0,4.361,1.148,planet_transit
11338918,K05884.01,FALSE POSITIVE,588.63759,3.84,322.1,1.52,7.4,5135.0,4.479,0.849,false_positive
11341314,K05887.01,FALSE POSITIVE,9.8338474,14.585,57.6,0.98,23.8,5929.0,4.308,1.202,false_positive
11401845,K05894.01,FALSE POSITIVE,1.080695116,7.449,312773.0,155.22,198.8,7796.0,3.937,2.34,false_positive
8517303,K06181.01,FALSE POSITIVE,24.0733775,19.612,1325.7,27.78,76.9,4647.0,2.843,6.055,false_positive
10055126,K01608.03,CONFIRMED,232.040326,12.235,290.8,2.05,15.2,5903.0,4.3,1.156,planet_transit
9285265,K03410.02,CONFIRMED,61.569765,9.75,298.3,2.44,10.9,5626.0,4.149,1.389,planet_transit
6525209,K03479.02,FALSE POSITIVE,1.71029474,2.946,158.9,1.04,14.5,5365.0,4.586,0.729,false_positive
6368175,K03503.02,CONFIRMED,31.8245304,4.17,79.0,0.8,7.7,6338.0,4.545,0.847,planet_transit
2309587,K05982.01,FALSE POSITIVE,1.838514245,3.2601,118965.0,57.6,470.0,5799.0,4.326,1.055,false_positive
2445134,K05983.01,FALSE POSITIVE,8.412008943,5.41096,136113.0,50.83,5696.2,6247.0,4.225,1.314,false_positive
3241344,K05984.01,FALSE POSITIVE,3.912679136,3.556,291510.0,1794.2,1229.9,5616.0,4.553,0.72,false_positive
3347485,K05985.01,FALSE POSITIVE,7.544804312,8.2678,6501.7,63.99,587.2,5953.0,3.984,1.609,false_positive
2161623,K06094.01,FALSE POSITIVE,2.283466438,7.7999,864260.0,218.79,1103.1,6723.0,4.089,1.719,false_positive
2707097,K06095.01,FALSE POSITIVE,0.692807507,1.49242,25338.3,46.44,260.9,5780.0,4.438,1.0,false_positive
2719873,K06096.01,FALSE POSITIVE,17.279290765,5.07591,164308.0,27.66,2841.5,5251.0,4.623,0.658,false_positive
8590780,K06183.01,FALSE POSITIVE,4.326946311,5.55905,409031.0,106.99,4247.8,6231.0,4.078,1.501,false_positive
8613338,K06184.01,FALSE POSITIVE,527.29093,14.305,200.8,1.3,16.0,5671.0,4.466,0.919,false_positive
8646141,K06185.01,FALSE POSITIVE,168.858303,12.964,119.1,2.41,9.7,6608.0,3.907,2.189,false_positive
8653134,K06186.01,CONFIRMED,5.34264143,2.453,691.3,1.72,19.9,5101.0,4.63,0.67,planet_transit
8702921,K06187.01,FALSE POSITIVE,19.38444245,20.5899,3372.0,28.3,685.3,4968.0,3.291,5.026,false_positive
8957954,K06189.01,FALSE POSITIVE,2.179924994,4.87581,253149.0,60.99,4541.1,6106.0,4.487,0.966,false_positive
8984706,K06190.01,FALSE POSITIVE,10.135401047,5.6831,256062.0,89.16,4311.3,5895.0,4.103,1.415,false_positive
4247807,K03748.02,FALSE POSITIVE,2.02487934,1.621,145.8,1.0,7.7,5440.0,4.496,0.825,false_positive
8030339,K03954.02,CONFIRMED,5.71668787,1.97,431.7,1.92,11.8,5638.0,4.488,0.883,planet_transit
8037145,K00520.04,CONFIRMED,51.1658019,4.637,259.2,1.51,12.2,4963.0,4.501,0.826,planet_transit
5471059,K03956.02,FALSE POSITIVE,12.4249559,16.332,110.4,0.88,17.6,5524.0,4.54,0.847,false_positive
5471675,K04000.02,FALSE POSITIVE,12.427135,12.81,32.5,1.05,4.2,6561.0,4.054,1.821,false_positive
3530668,K05986.01,FALSE POSITIVE,1.946198513,4.0336,130722.0,52.58,902.8,6224.0,4.165,1.433,false_positive
3831911,K05988.01,FALSE POSITIVE,30.4838006,2.6,18441.0,23.87,9.4,3857.0,4.717,0.531,false_positive
3852258,K05989.01,FALSE POSITIVE,5.7584367,2.587,736.6,66.22,26.8,4754.0,2.194,25.287,false_positive
3858919,K05990.01,FALSE POSITIVE,25.9522913,10.977,557.8,2.03,14.0,5692.0,4.547,0.866,false_positive
3869326,K05991.01,FALSE POSITIVE,8.58599537,2.4078,818.0,39.03,36.9,4805.0,2.605,13.941,false_positive
3971315,K05992.01,FALSE POSITIVE,9.892240848,4.1774,5283.2,40.38,314.0,6225.0,4.461,1.009,false_positive
